user.id,time,incoming,dest.user.id.if.known,dest.phone.hash
70,2008-08-22 07:28:14,1,,2357936257
70,2008-08-22 07:38:52,1,,2357936257
43,2008-08-24 15:22:25,1,,3502965938
43,2008-08-24 16:22:25,1,,3502965938
70,2008-08-25 13:51:00,1,,194220923
70,2008-08-25 13:51:07,1,,194220923
43,2008-08-29 20:54:49,1,,2139024229
43,2008-08-29 21:54:49,1,,2139024229
68,2008-09-01 07:20:46,1,,3790390139
68,2008-09-01 08:20:46,1,,3790390139
70,2008-09-02 11:50:57,1,,2761097445
43,2008-09-04 19:22:25,1,,3955349824
43,2008-09-04 20:22:25,1,,3955349824
43,2008-09-06 11:00:55,0,,400737685
43,2008-09-06 13:00:55,0,,400737685
43,2008-09-06 14:00:55,0,,400737685
43,2008-09-06 14:00:55,0,,400737685
43,2008-09-06 15:00:55,0,,400737685
43,2008-09-06 15:00:55,0,,400737685
43,2008-09-07 00:02:55,0,,2080601153
43,2008-09-07 02:02:55,0,,2080601153
43,2008-09-07 03:02:55,0,,2080601153
43,2008-09-07 03:02:55,0,,2080601153
43,2008-09-07 04:02:55,0,,2080601153
43,2008-09-07 04:02:55,0,,2080601153
43,2008-09-08 11:09:32,1,,2269080651
43,2008-09-08 11:30:20,1,,2269080651
43,2008-09-08 12:09:32,1,,2269080651
43,2008-09-08 12:30:20,1,,2269080651
16,2008-09-08 19:34:53,1,,1186522173
16,2008-09-08 19:41:24,1,,1186522173
16,2008-09-08 19:44:58,1,,1186522173
16,2008-09-08 20:34:53,1,,1186522173
16,2008-09-08 20:41:24,1,,1186522173
16,2008-09-08 20:44:58,1,,1186522173
43,2008-09-09 13:48:07,1,,3502965938
43,2008-09-09 14:48:07,1,,3502965938
43,2008-09-09 19:06:52,0,,3805993540
43,2008-09-09 20:58:16,1,,1575431849
43,2008-09-09 21:06:52,0,,3805993540
43,2008-09-09 21:58:16,1,,1575431849
43,2008-09-09 22:06:52,0,,3805993540
43,2008-09-09 22:06:52,0,,3805993540
43,2008-09-09 23:06:52,0,,3805993540
43,2008-09-09 23:06:52,0,,3805993540
43,2008-09-10 13:23:59,0,,3805993540
43,2008-09-10 15:23:59,0,,3805993540
43,2008-09-10 16:23:59,0,,3805993540
43,2008-09-10 16:23:59,0,,3805993540
43,2008-09-10 17:23:59,0,,3805993540
43,2008-09-10 17:23:59,0,,3805993540
43,2008-09-11 00:54:10,1,,194156844
43,2008-09-11 02:54:10,1,,194156844
43,2008-09-11 03:54:10,1,,194156844
43,2008-09-11 03:54:10,1,,194156844
43,2008-09-11 04:54:10,1,,194156844
43,2008-09-11 04:54:10,1,,194156844
43,2008-09-11 14:11:52,0,,2114545606
43,2008-09-11 16:11:52,0,,2114545606
43,2008-09-11 17:11:52,0,,2114545606
43,2008-09-11 17:11:52,0,,2114545606
43,2008-09-11 18:11:52,0,,2114545606
43,2008-09-11 18:11:52,0,,2114545606
43,2008-09-11 18:11:54,1,,2114545606
43,2008-09-11 18:11:54,1,,2114545606
43,2008-09-12 17:45:40,1,,1575431849
43,2008-09-12 18:45:40,1,,1575431849
43,2008-09-15 11:10:10,0,,3805993540
43,2008-09-15 13:10:10,0,,3805993540
43,2008-09-15 14:10:10,0,,3805993540
43,2008-09-15 14:10:10,0,,3805993540
43,2008-09-15 15:10:10,0,,3805993540
43,2008-09-15 15:10:10,0,,3805993540
43,2008-09-17 04:09:12,0,,4253444299
43,2008-09-17 06:09:12,0,,4253444299
43,2008-09-17 07:09:12,0,,4253444299
43,2008-09-17 07:09:12,0,,2571261538
43,2008-09-17 07:09:12,0,,4253444299
43,2008-09-17 08:09:12,0,,4253444299
43,2008-09-17 08:09:12,0,,4253444299
16,2008-09-18 05:22:51,1,,267444545
16,2008-09-18 06:22:51,1,,267444545
16,2008-09-18 12:06:11,1,,267444545
16,2008-09-18 12:06:32,1,,267444545
16,2008-09-18 13:06:11,1,,267444545
16,2008-09-18 13:06:32,1,,267444545
71,2008-09-18 16:49:33,1,,2088296115
71,2008-09-18 16:49:33,1,,2088296115
43,2008-09-19 09:06:58,1,,3175262731
43,2008-09-19 11:06:58,1,,3175262731
43,2008-09-19 12:06:58,1,,3175262731
43,2008-09-19 12:06:58,1,,3175262731
43,2008-09-19 13:06:58,1,,3175262731
43,2008-09-19 13:06:58,1,,3175262731
43,2008-09-19 18:59:38,1,,29589574
43,2008-09-19 18:59:38,1,,29589574
16,2008-09-21 13:47:32,1,,1186522173
16,2008-09-21 14:47:32,1,,1186522173
43,2008-09-22 17:03:23,1,,3110428437
43,2008-09-22 18:03:23,1,,3110428437
26,2008-09-25 23:50:01,1,,2594397470
26,2008-09-25 23:52:33,1,,2594397470
26,2008-09-26 00:50:01,1,,2594397470
26,2008-09-26 00:52:33,1,,2594397470
26,2008-09-26 02:32:04,1,,2594397470
26,2008-09-26 03:32:04,1,,2594397470
44,2008-09-26 15:24:26,1,44,2314686049
44,2008-09-26 18:08:12,1,44,2314686049
44,2008-09-26 18:24:26,1,44,2314686049
57,2008-09-26 18:24:57,1,,675831353
57,2008-09-26 18:24:57,1,,675831353
57,2008-09-26 18:24:57,1,,675831353
57,2008-09-26 18:51:54,1,,675831353
57,2008-09-26 18:51:54,1,,675831353
57,2008-09-26 18:51:54,1,,675831353
57,2008-09-26 19:22:36,0,,675831353
57,2008-09-26 19:22:36,0,,675831353
57,2008-09-26 19:22:36,0,,675831353
44,2008-09-26 19:24:26,1,44,2314686049
44,2008-09-26 19:24:26,1,44,2314686049
31,2008-09-26 19:44:24,0,,3903469788
31,2008-09-26 19:44:24,0,,3903469788
31,2008-09-26 19:44:24,0,,3903469788
31,2008-09-26 19:45:05,1,,3903469788
31,2008-09-26 19:45:05,1,,3903469788
31,2008-09-26 19:45:05,1,,3903469788
31,2008-09-26 19:48:30,0,,3903469788
31,2008-09-26 19:48:30,0,,3903469788
31,2008-09-26 19:48:30,0,,3903469788
31,2008-09-26 19:49:23,1,,3903469788
31,2008-09-26 19:49:23,1,,3903469788
31,2008-09-26 19:49:23,1,,3903469788
31,2008-09-26 19:50:46,0,,3903469788
31,2008-09-26 19:50:46,0,,3903469788
31,2008-09-26 19:50:46,0,,3903469788
31,2008-09-26 19:52:03,1,,3903469788
31,2008-09-26 19:52:03,1,,3903469788
31,2008-09-26 19:52:03,1,,3903469788
57,2008-09-26 19:52:46,0,,675831353
57,2008-09-26 19:52:46,0,,675831353
57,2008-09-26 19:52:46,0,,675831353
31,2008-09-26 20:08:17,0,,3903469788
31,2008-09-26 20:08:17,0,,3903469788
31,2008-09-26 20:08:17,0,,3903469788
31,2008-09-26 20:09:25,1,,3903469788
31,2008-09-26 20:09:25,1,,3903469788
31,2008-09-26 20:09:25,1,,3903469788
57,2008-09-26 20:24:57,1,,675831353
57,2008-09-26 20:24:57,1,,675831353
57,2008-09-26 20:24:57,1,,675831353
31,2008-09-26 20:42:29,0,,3903469788
31,2008-09-26 20:42:29,0,,3903469788
31,2008-09-26 20:42:29,0,,3903469788
31,2008-09-26 20:43:48,1,,3903469788
31,2008-09-26 20:43:48,1,,3903469788
31,2008-09-26 20:43:48,1,,3903469788
31,2008-09-26 20:44:24,0,,3903469788
31,2008-09-26 20:44:24,0,,3903469788
31,2008-09-26 20:44:24,0,,3903469788
31,2008-09-26 20:44:24,0,,3903469788
31,2008-09-26 20:45:05,1,,3903469788
31,2008-09-26 20:45:05,1,,3903469788
31,2008-09-26 20:45:05,1,,3903469788
31,2008-09-26 20:45:05,1,,3903469788
31,2008-09-26 20:48:30,0,,3903469788
31,2008-09-26 20:48:30,0,,3903469788
31,2008-09-26 20:48:30,0,,3903469788
31,2008-09-26 20:48:30,0,,3903469788
31,2008-09-26 20:49:23,1,,3903469788
31,2008-09-26 20:49:23,1,,3903469788
31,2008-09-26 20:49:23,1,,3903469788
31,2008-09-26 20:49:23,1,,3903469788
31,2008-09-26 20:50:46,0,,3903469788
31,2008-09-26 20:50:46,0,,3903469788
31,2008-09-26 20:50:46,0,,3903469788
31,2008-09-26 20:50:46,0,,3903469788
57,2008-09-26 20:51:54,1,,675831353
57,2008-09-26 20:51:54,1,,675831353
57,2008-09-26 20:51:54,1,,675831353
31,2008-09-26 20:52:03,1,,3903469788
31,2008-09-26 20:52:03,1,,3903469788
31,2008-09-26 20:52:03,1,,3903469788
31,2008-09-26 20:52:03,1,,3903469788
44,2008-09-26 21:08:12,1,44,2314686049
31,2008-09-26 21:08:17,0,,3903469788
31,2008-09-26 21:08:17,0,,3903469788
31,2008-09-26 21:08:17,0,,3903469788
31,2008-09-26 21:08:17,0,,3903469788
31,2008-09-26 21:09:25,1,,3903469788
31,2008-09-26 21:09:25,1,,3903469788
31,2008-09-26 21:09:25,1,,3903469788
31,2008-09-26 21:09:25,1,,3903469788
57,2008-09-26 21:22:36,0,,675831353
57,2008-09-26 21:22:36,0,,675831353
57,2008-09-26 21:22:36,0,,675831353
57,2008-09-26 21:24:57,1,,675831353
57,2008-09-26 21:24:57,1,,675831353
57,2008-09-26 21:24:57,1,,675831353
57,2008-09-26 21:24:57,1,,675831353
70,2008-09-26 21:32:10,1,,420013065
31,2008-09-26 21:42:29,0,,3903469788
31,2008-09-26 21:42:29,0,,3903469788
31,2008-09-26 21:42:29,0,,3903469788
31,2008-09-26 21:42:29,0,,3903469788
31,2008-09-26 21:43:48,1,,3903469788
31,2008-09-26 21:43:48,1,,3903469788
31,2008-09-26 21:43:48,1,,3903469788
31,2008-09-26 21:43:48,1,,3903469788
31,2008-09-26 21:44:24,0,,3903469788
31,2008-09-26 21:44:24,0,,3903469788
31,2008-09-26 21:44:24,0,,3903469788
31,2008-09-26 21:44:24,0,,3903469788
31,2008-09-26 21:45:05,1,,3903469788
31,2008-09-26 21:45:05,1,,3903469788
31,2008-09-26 21:45:05,1,,3903469788
31,2008-09-26 21:45:05,1,,3903469788
31,2008-09-26 21:48:30,0,,3903469788
31,2008-09-26 21:48:30,0,,3903469788
31,2008-09-26 21:48:30,0,,3903469788
31,2008-09-26 21:48:30,0,,3903469788
31,2008-09-26 21:49:23,1,,3903469788
31,2008-09-26 21:49:23,1,,3903469788
31,2008-09-26 21:49:23,1,,3903469788
31,2008-09-26 21:49:23,1,,3903469788
31,2008-09-26 21:50:46,0,,3903469788
31,2008-09-26 21:50:46,0,,3903469788
31,2008-09-26 21:50:46,0,,3903469788
31,2008-09-26 21:50:46,0,,3903469788
57,2008-09-26 21:51:54,1,,675831353
57,2008-09-26 21:51:54,1,,675831353
57,2008-09-26 21:51:54,1,,675831353
57,2008-09-26 21:51:54,1,,675831353
31,2008-09-26 21:52:03,1,,3903469788
31,2008-09-26 21:52:03,1,,3903469788
31,2008-09-26 21:52:03,1,,3903469788
31,2008-09-26 21:52:03,1,,3903469788
57,2008-09-26 21:52:46,0,,675831353
57,2008-09-26 21:52:46,0,,675831353
57,2008-09-26 21:52:46,0,,675831353
44,2008-09-26 22:08:12,1,44,2314686049
44,2008-09-26 22:08:12,1,44,2314686049
31,2008-09-26 22:08:17,0,,3903469788
31,2008-09-26 22:08:17,0,,3903469788
31,2008-09-26 22:08:17,0,,3903469788
31,2008-09-26 22:08:17,0,,3903469788
57,2008-09-26 22:08:58,0,,4259993470
57,2008-09-26 22:08:58,0,,4259993470
57,2008-09-26 22:08:58,0,,4259993470
31,2008-09-26 22:09:25,1,,3903469788
31,2008-09-26 22:09:25,1,,3903469788
31,2008-09-26 22:09:25,1,,3903469788
31,2008-09-26 22:09:25,1,,3903469788
31,2008-09-26 22:19:11,0,,3372266846
31,2008-09-26 22:19:11,0,,3372266846
31,2008-09-26 22:19:11,0,,3372266846
31,2008-09-26 22:21:06,1,,3372266846
31,2008-09-26 22:21:06,1,,3372266846
31,2008-09-26 22:21:06,1,,3372266846
57,2008-09-26 22:22:36,0,,675831353
57,2008-09-26 22:22:36,0,,675831353
57,2008-09-26 22:22:36,0,,675831353
57,2008-09-26 22:22:36,0,,675831353
31,2008-09-26 22:23:18,0,,3372266846
31,2008-09-26 22:23:18,0,,3372266846
31,2008-09-26 22:23:18,0,,3372266846
31,2008-09-26 22:24:45,1,,3372266846
31,2008-09-26 22:24:45,1,,3372266846
31,2008-09-26 22:24:45,1,,3372266846
31,2008-09-26 22:25:30,0,,3372266846
31,2008-09-26 22:25:30,0,,3372266846
31,2008-09-26 22:25:30,0,,3372266846
31,2008-09-26 22:28:35,1,,3372266846
31,2008-09-26 22:28:35,1,,3372266846
31,2008-09-26 22:28:35,1,,3372266846
31,2008-09-26 22:29:29,0,,3372266846
31,2008-09-26 22:29:29,0,,3372266846
31,2008-09-26 22:29:29,0,,3372266846
31,2008-09-26 22:30:15,1,,3372266846
31,2008-09-26 22:30:15,1,,3372266846
31,2008-09-26 22:30:15,1,,3372266846
31,2008-09-26 22:37:21,0,,3372266846
31,2008-09-26 22:37:21,0,,3372266846
31,2008-09-26 22:37:21,0,,3372266846
31,2008-09-26 22:38:49,1,,3372266846
31,2008-09-26 22:38:49,1,,3372266846
31,2008-09-26 22:38:49,1,,3372266846
31,2008-09-26 22:42:29,0,,3903469788
31,2008-09-26 22:42:29,0,,3903469788
31,2008-09-26 22:42:29,0,,3903469788
31,2008-09-26 22:42:29,0,,3903469788
31,2008-09-26 22:43:48,1,,3903469788
31,2008-09-26 22:43:48,1,,3903469788
31,2008-09-26 22:43:48,1,,3903469788
31,2008-09-26 22:43:48,1,,3903469788
57,2008-09-26 22:52:46,0,,675831353
57,2008-09-26 22:52:46,0,,675831353
57,2008-09-26 22:52:46,0,,675831353
57,2008-09-26 22:52:46,0,,675831353
31,2008-09-26 22:58:16,0,,3372266846
31,2008-09-26 22:58:16,0,,3372266846
31,2008-09-26 22:58:16,0,,3372266846
31,2008-09-26 23:00:58,1,,3372266846
31,2008-09-26 23:00:58,1,,3372266846
31,2008-09-26 23:00:58,1,,3372266846
31,2008-09-26 23:19:11,0,,3372266846
31,2008-09-26 23:19:11,0,,3372266846
31,2008-09-26 23:19:11,0,,3372266846
31,2008-09-26 23:19:11,0,,3372266846
31,2008-09-26 23:21:06,1,,3372266846
31,2008-09-26 23:21:06,1,,3372266846
31,2008-09-26 23:21:06,1,,3372266846
31,2008-09-26 23:21:06,1,,3372266846
31,2008-09-26 23:23:18,0,,3372266846
31,2008-09-26 23:23:18,0,,3372266846
31,2008-09-26 23:23:18,0,,3372266846
31,2008-09-26 23:23:18,0,,3372266846
31,2008-09-26 23:24:45,1,,3372266846
31,2008-09-26 23:24:45,1,,3372266846
31,2008-09-26 23:24:45,1,,3372266846
31,2008-09-26 23:24:45,1,,3372266846
31,2008-09-26 23:25:30,0,,3372266846
31,2008-09-26 23:25:30,0,,3372266846
31,2008-09-26 23:25:30,0,,3372266846
31,2008-09-26 23:25:30,0,,3372266846
