"user.id","genre","date","score"
37,"classic rock","2008-09-16","2 hours or less / week"
3,"classic rock","2008-09-16",""
72,"classic rock","2008-09-16","2 hours or less / week"
11,"classic rock","2008-09-16","2 hours or less / week"
63,"classic rock","2008-09-16","2 hours or less / week"
21,"classic rock","2008-09-16","2 hours or less / week"
59,"classic rock","2008-09-16","2 hours or less / week"
47,"classic rock","2008-09-16","more than 7 hrs / week"
51,"classic rock","2008-09-16",""
17,"classic rock","2008-09-16",""
52,"classic rock","2008-09-16","more than 7 hrs / week"
29,"classic rock","2008-09-16","2-7 hours / week"
40,"classic rock","2008-09-16","2 hours or less / week"
50,"classic rock","2008-09-16","2-7 hours / week"
9,"classic rock","2008-09-16","2 hours or less / week"
7,"classic rock","2008-09-16","2-7 hours / week"
69,"classic rock","2008-09-16",""
44,"classic rock","2008-09-16","2-7 hours / week"
27,"classic rock","2008-09-16","2-7 hours / week"
66,"classic rock","2008-09-16","2 hours or less / week"
67,"classic rock","2008-09-16",""
64,"classic rock","2008-09-16",""
6,"classic rock","2008-09-15","more than 7 hrs / week"
19,"classic rock","2008-09-15","2 hours or less / week"
30,"classic rock","2008-09-15",""
71,"classic rock","2008-09-15","2 hours or less / week"
1,"classic rock","2008-09-15","2 hours or less / week"
46,"classic rock","2008-09-15","more than 7 hrs / week"
35,"classic rock","2008-09-15","2-7 hours / week"
32,"classic rock","2008-09-15","2 hours or less / week"
53,"classic rock","2008-09-15","2 hours or less / week"
83,"classic rock","2008-09-15","2 hours or less / week"
14,"classic rock","2008-09-15","2 hours or less / week"
25,"classic rock","2008-09-15","more than 7 hrs / week"
61,"classic rock","2008-09-15","2 hours or less / week"
33,"classic rock","2008-09-15","2 hours or less / week"
60,"classic rock","2008-09-15","2-7 hours / week"
48,"classic rock","2008-09-15",""
41,"classic rock","2008-09-15","2 hours or less / week"
38,"classic rock","2008-09-15","2 hours or less / week"
28,"classic rock","2008-09-15","2 hours or less / week"
26,"classic rock","2008-09-15","2 hours or less / week"
10,"classic rock","2008-09-15","2 hours or less / week"
22,"classic rock","2008-09-15","2 hours or less / week"
65,"classic rock","2008-09-15","more than 7 hrs / week"
18,"classic rock","2008-09-15","2-7 hours / week"
54,"classic rock","2008-09-15","2 hours or less / week"
2,"classic rock","2008-09-15",""
56,"classic rock","2008-09-15","more than 7 hrs / week"
5,"classic rock","2008-09-15",""
20,"classic rock","2008-09-15","more than 7 hrs / week"
57,"classic rock","2008-09-15","2-7 hours / week"
58,"classic rock","2008-09-15","2-7 hours / week"
62,"classic rock","2008-09-15","2 hours or less / week"
31,"classic rock","2008-09-15","more than 7 hrs / week"
4,"classic rock","2008-09-15","2 hours or less / week"
68,"classic rock","2008-09-15","2 hours or less / week"
42,"classic rock","2008-09-15","2 hours or less / week"
24,"classic rock","2008-09-15",""
45,"classic rock","2008-09-15",""
70,"classic rock","2008-09-15",""
82,"classic rock","2008-09-15",""
23,"classic rock","2008-09-15","2 hours or less / week"
8,"classic rock","2008-09-15","2 hours or less / week"
84,"classic rock","2008-09-15",""
43,"classic rock","2008-09-15","2-7 hours / week"
34,"classic rock","2008-09-15","2 hours or less / week"
13,"classic rock","2008-09-15","2 hours or less / week"
49,"classic rock","2008-09-15",""
16,"classic rock","2008-09-15",""
73,"heavy metal / hardcore","2008-09-22",""
55,"heavy metal / hardcore","2008-09-19","more than 7 hrs / week"
36,"heavy metal / hardcore","2008-09-19",""
39,"heavy metal / hardcore","2008-09-18",""
37,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
3,"heavy metal / hardcore","2008-09-16",""
72,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
11,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
63,"heavy metal / hardcore","2008-09-16","2-7 hours / week"
21,"heavy metal / hardcore","2008-09-16","2-7 hours / week"
59,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
47,"heavy metal / hardcore","2008-09-16","2-7 hours / week"
51,"heavy metal / hardcore","2008-09-16",""
17,"heavy metal / hardcore","2008-09-16",""
52,"heavy metal / hardcore","2008-09-16","more than 7 hrs / week"
29,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
40,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
50,"heavy metal / hardcore","2008-09-16",""
9,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
7,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
69,"heavy metal / hardcore","2008-09-16",""
44,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
27,"heavy metal / hardcore","2008-09-16","more than 7 hrs / week"
66,"heavy metal / hardcore","2008-09-16","2 hours or less / week"
67,"heavy metal / hardcore","2008-09-16",""
64,"heavy metal / hardcore","2008-09-16",""
6,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
19,"heavy metal / hardcore","2008-09-15",""
30,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
71,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
1,"heavy metal / hardcore","2008-09-15",""
46,"heavy metal / hardcore","2008-09-15",""
35,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
32,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
53,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
83,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
14,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
25,"heavy metal / hardcore","2008-09-15","more than 7 hrs / week"
61,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
33,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
60,"heavy metal / hardcore","2008-09-15",""
48,"heavy metal / hardcore","2008-09-15",""
41,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
38,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
28,"heavy metal / hardcore","2008-09-15",""
26,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
10,"heavy metal / hardcore","2008-09-15",""
22,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
65,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
18,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
54,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
2,"heavy metal / hardcore","2008-09-15","2-7 hours / week"
56,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
5,"heavy metal / hardcore","2008-09-15",""
20,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
57,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
58,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
62,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
31,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
4,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
68,"heavy metal / hardcore","2008-09-15",""
42,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
24,"heavy metal / hardcore","2008-09-15",""
45,"heavy metal / hardcore","2008-09-15",""
70,"heavy metal / hardcore","2008-09-15",""
82,"heavy metal / hardcore","2008-09-15",""
23,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
8,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
84,"heavy metal / hardcore","2008-09-15",""
43,"heavy metal / hardcore","2008-09-15","2-7 hours / week"
34,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
13,"heavy metal / hardcore","2008-09-15","2 hours or less / week"
49,"heavy metal / hardcore","2008-09-15","more than 7 hrs / week"
16,"heavy metal / hardcore","2008-09-15",""
73,"pop / top 40","2008-09-22",""
55,"pop / top 40","2008-09-19","2 hours or less / week"
36,"pop / top 40","2008-09-19","2-7 hours / week"
39,"pop / top 40","2008-09-18",""
37,"pop / top 40","2008-09-16","2-7 hours / week"
3,"pop / top 40","2008-09-16",""
72,"pop / top 40","2008-09-16","2 hours or less / week"
11,"pop / top 40","2008-09-16","2-7 hours / week"
63,"pop / top 40","2008-09-16","2 hours or less / week"
21,"pop / top 40","2008-09-16","2 hours or less / week"
59,"pop / top 40","2008-09-16","2 hours or less / week"
47,"pop / top 40","2008-09-16","2 hours or less / week"
51,"pop / top 40","2008-09-16",""
17,"pop / top 40","2008-09-16",""
52,"pop / top 40","2008-09-16","2 hours or less / week"
29,"pop / top 40","2008-09-16","2-7 hours / week"
40,"pop / top 40","2008-09-16","2 hours or less / week"
50,"pop / top 40","2008-09-16","2 hours or less / week"
9,"pop / top 40","2008-09-16","2 hours or less / week"
7,"pop / top 40","2008-09-16","2-7 hours / week"
69,"pop / top 40","2008-09-16",""
44,"pop / top 40","2008-09-16","2 hours or less / week"
27,"pop / top 40","2008-09-16",""
66,"pop / top 40","2008-09-16","2 hours or less / week"
67,"pop / top 40","2008-09-16",""
64,"pop / top 40","2008-09-16",""
6,"pop / top 40","2008-09-15","2 hours or less / week"
19,"pop / top 40","2008-09-15","2 hours or less / week"
30,"pop / top 40","2008-09-15","2-7 hours / week"
71,"pop / top 40","2008-09-15","2 hours or less / week"
1,"pop / top 40","2008-09-15",""
46,"pop / top 40","2008-09-15",""
35,"pop / top 40","2008-09-15","2 hours or less / week"
32,"pop / top 40","2008-09-15",""
53,"pop / top 40","2008-09-15","2 hours or less / week"
83,"pop / top 40","2008-09-15","2 hours or less / week"
14,"pop / top 40","2008-09-15","2 hours or less / week"
25,"pop / top 40","2008-09-15","2-7 hours / week"
61,"pop / top 40","2008-09-15","2-7 hours / week"
33,"pop / top 40","2008-09-15","more than 7 hrs / week"
60,"pop / top 40","2008-09-15","2-7 hours / week"
48,"pop / top 40","2008-09-15",""
41,"pop / top 40","2008-09-15","2 hours or less / week"
38,"pop / top 40","2008-09-15","2 hours or less / week"
28,"pop / top 40","2008-09-15","2-7 hours / week"
26,"pop / top 40","2008-09-15","2 hours or less / week"
10,"pop / top 40","2008-09-15",""
22,"pop / top 40","2008-09-15","2-7 hours / week"
65,"pop / top 40","2008-09-15","more than 7 hrs / week"
18,"pop / top 40","2008-09-15","2 hours or less / week"
54,"pop / top 40","2008-09-15","2-7 hours / week"
2,"pop / top 40","2008-09-15",""
56,"pop / top 40","2008-09-15","more than 7 hrs / week"
5,"pop / top 40","2008-09-15",""
20,"pop / top 40","2008-09-15","2 hours or less / week"
57,"pop / top 40","2008-09-15","more than 7 hrs / week"
58,"pop / top 40","2008-09-15","more than 7 hrs / week"
62,"pop / top 40","2008-09-15","2 hours or less / week"
31,"pop / top 40","2008-09-15","2 hours or less / week"
4,"pop / top 40","2008-09-15","2 hours or less / week"
68,"pop / top 40","2008-09-15",""
42,"pop / top 40","2008-09-15","2 hours or less / week"
24,"pop / top 40","2008-09-15","2 hours or less / week"
45,"pop / top 40","2008-09-15",""
70,"pop / top 40","2008-09-15",""
82,"pop / top 40","2008-09-15",""
23,"pop / top 40","2008-09-15","2 hours or less / week"
8,"pop / top 40","2008-09-15","more than 7 hrs / week"
84,"pop / top 40","2008-09-15",""
43,"pop / top 40","2008-09-15","2 hours or less / week"
34,"pop / top 40","2008-09-15","2 hours or less / week"
13,"pop / top 40","2008-09-15",""
49,"pop / top 40","2008-09-15",""
16,"pop / top 40","2008-09-15","2-7 hours / week"
73,"techno / lounge / electronic","2008-09-22",""
55,"techno / lounge / electronic","2008-09-19","2-7 hours / week"
36,"techno / lounge / electronic","2008-09-19","more than 7 hrs / week"
39,"techno / lounge / electronic","2008-09-18",""
37,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
3,"techno / lounge / electronic","2008-09-16",""
72,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
11,"techno / lounge / electronic","2008-09-16","2-7 hours / week"
63,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
21,"techno / lounge / electronic","2008-09-16","2-7 hours / week"
59,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
47,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
51,"techno / lounge / electronic","2008-09-16",""
17,"techno / lounge / electronic","2008-09-16",""
52,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
29,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
40,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
50,"techno / lounge / electronic","2008-09-16",""
9,"techno / lounge / electronic","2008-09-16","more than 7 hrs / week"
7,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
69,"techno / lounge / electronic","2008-09-16","more than 7 hrs / week"
44,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
27,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
66,"techno / lounge / electronic","2008-09-16","2 hours or less / week"
67,"techno / lounge / electronic","2008-09-16","2-7 hours / week"
64,"techno / lounge / electronic","2008-09-16",""
6,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
19,"techno / lounge / electronic","2008-09-15",""
30,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
71,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
1,"techno / lounge / electronic","2008-09-15",""
46,"techno / lounge / electronic","2008-09-15",""
35,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
32,"techno / lounge / electronic","2008-09-15",""
53,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
83,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
14,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
25,"techno / lounge / electronic","2008-09-15","more than 7 hrs / week"
61,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
33,"techno / lounge / electronic","2008-09-15","more than 7 hrs / week"
60,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
48,"techno / lounge / electronic","2008-09-15",""
41,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
38,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
28,"techno / lounge / electronic","2008-09-15","more than 7 hrs / week"
26,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
10,"techno / lounge / electronic","2008-09-15",""
22,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
65,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
18,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
54,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
2,"techno / lounge / electronic","2008-09-15",""
56,"techno / lounge / electronic","2008-09-15",""
5,"techno / lounge / electronic","2008-09-15",""
20,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
57,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
58,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
62,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
31,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
4,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
68,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
42,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
24,"techno / lounge / electronic","2008-09-15",""
45,"techno / lounge / electronic","2008-09-15",""
70,"techno / lounge / electronic","2008-09-15",""
82,"techno / lounge / electronic","2008-09-15",""
23,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
8,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
84,"techno / lounge / electronic","2008-09-15",""
43,"techno / lounge / electronic","2008-09-15",""
34,"techno / lounge / electronic","2008-09-15","2 hours or less / week"
13,"techno / lounge / electronic","2008-09-15",""
49,"techno / lounge / electronic","2008-09-15",""
16,"techno / lounge / electronic","2008-09-15","2-7 hours / week"
73,"hip-hop / r&b","2008-09-22",""
55,"hip-hop / r&b","2008-09-19",""
36,"hip-hop / r&b","2008-09-19","2-7 hours / week"
39,"hip-hop / r&b","2008-09-18",""
37,"hip-hop / r&b","2008-09-16","2 hours or less / week"
3,"hip-hop / r&b","2008-09-16",""
72,"hip-hop / r&b","2008-09-16","2 hours or less / week"
11,"hip-hop / r&b","2008-09-16","2 hours or less / week"
63,"hip-hop / r&b","2008-09-16","2 hours or less / week"
21,"hip-hop / r&b","2008-09-16","2 hours or less / week"
59,"hip-hop / r&b","2008-09-16","2 hours or less / week"
47,"hip-hop / r&b","2008-09-16","2 hours or less / week"
51,"hip-hop / r&b","2008-09-16",""
17,"hip-hop / r&b","2008-09-16",""
52,"hip-hop / r&b","2008-09-16","2 hours or less / week"
29,"hip-hop / r&b","2008-09-16","2 hours or less / week"
40,"hip-hop / r&b","2008-09-16","2 hours or less / week"
50,"hip-hop / r&b","2008-09-16","2 hours or less / week"
9,"hip-hop / r&b","2008-09-16","more than 7 hrs / week"
7,"hip-hop / r&b","2008-09-16","2 hours or less / week"
69,"hip-hop / r&b","2008-09-16",""
44,"hip-hop / r&b","2008-09-16","2 hours or less / week"
27,"hip-hop / r&b","2008-09-16","2 hours or less / week"
66,"hip-hop / r&b","2008-09-16","2 hours or less / week"
67,"hip-hop / r&b","2008-09-16","2-7 hours / week"
64,"hip-hop / r&b","2008-09-16",""
6,"hip-hop / r&b","2008-09-15","2 hours or less / week"
19,"hip-hop / r&b","2008-09-15",""
30,"hip-hop / r&b","2008-09-15","2 hours or less / week"
71,"hip-hop / r&b","2008-09-15","2 hours or less / week"
1,"hip-hop / r&b","2008-09-15",""
46,"hip-hop / r&b","2008-09-15",""
35,"hip-hop / r&b","2008-09-15","2 hours or less / week"
32,"hip-hop / r&b","2008-09-15",""
53,"hip-hop / r&b","2008-09-15","2 hours or less / week"
83,"hip-hop / r&b","2008-09-15","2 hours or less / week"
14,"hip-hop / r&b","2008-09-15","2 hours or less / week"
25,"hip-hop / r&b","2008-09-15","2 hours or less / week"
61,"hip-hop / r&b","2008-09-15","2-7 hours / week"
33,"hip-hop / r&b","2008-09-15","2 hours or less / week"
60,"hip-hop / r&b","2008-09-15",""
48,"hip-hop / r&b","2008-09-15",""
41,"hip-hop / r&b","2008-09-15","2 hours or less / week"
38,"hip-hop / r&b","2008-09-15","2-7 hours / week"
28,"hip-hop / r&b","2008-09-15","2 hours or less / week"
26,"hip-hop / r&b","2008-09-15","2 hours or less / week"
10,"hip-hop / r&b","2008-09-15",""
22,"hip-hop / r&b","2008-09-15","2 hours or less / week"
65,"hip-hop / r&b","2008-09-15","2 hours or less / week"
18,"hip-hop / r&b","2008-09-15","2 hours or less / week"
54,"hip-hop / r&b","2008-09-15","2 hours or less / week"
2,"hip-hop / r&b","2008-09-15",""
56,"hip-hop / r&b","2008-09-15",""
5,"hip-hop / r&b","2008-09-15",""
20,"hip-hop / r&b","2008-09-15","2 hours or less / week"
57,"hip-hop / r&b","2008-09-15","2 hours or less / week"
58,"hip-hop / r&b","2008-09-15","2-7 hours / week"
62,"hip-hop / r&b","2008-09-15","2 hours or less / week"
31,"hip-hop / r&b","2008-09-15","2 hours or less / week"
4,"hip-hop / r&b","2008-09-15","2-7 hours / week"
68,"hip-hop / r&b","2008-09-15",""
42,"hip-hop / r&b","2008-09-15","2 hours or less / week"
24,"hip-hop / r&b","2008-09-15",""
45,"hip-hop / r&b","2008-09-15",""
70,"hip-hop / r&b","2008-09-15",""
82,"hip-hop / r&b","2008-09-15",""
23,"hip-hop / r&b","2008-09-15","2 hours or less / week"
8,"hip-hop / r&b","2008-09-15","2 hours or less / week"
84,"hip-hop / r&b","2008-09-15",""
43,"hip-hop / r&b","2008-09-15",""
34,"hip-hop / r&b","2008-09-15","2 hours or less / week"
13,"hip-hop / r&b","2008-09-15",""
49,"hip-hop / r&b","2008-09-15",""
16,"hip-hop / r&b","2008-09-15",""
73,"jazz","2008-09-22",""
55,"jazz","2008-09-19",""
36,"jazz","2008-09-19",""
39,"jazz","2008-09-18",""
37,"jazz","2008-09-16","2 hours or less / week"
3,"jazz","2008-09-16",""
72,"jazz","2008-09-16","2 hours or less / week"
11,"jazz","2008-09-16","2 hours or less / week"
63,"jazz","2008-09-16","2 hours or less / week"
21,"jazz","2008-09-16","2 hours or less / week"
59,"jazz","2008-09-16","2 hours or less / week"
47,"jazz","2008-09-16","2 hours or less / week"
51,"jazz","2008-09-16",""
17,"jazz","2008-09-16",""
52,"jazz","2008-09-16","2-7 hours / week"
29,"jazz","2008-09-16","2 hours or less / week"
40,"jazz","2008-09-16","2 hours or less / week"
50,"jazz","2008-09-16",""
9,"jazz","2008-09-16","2 hours or less / week"
7,"jazz","2008-09-16","2 hours or less / week"
69,"jazz","2008-09-16",""
44,"jazz","2008-09-16","2 hours or less / week"
27,"jazz","2008-09-16",""
66,"jazz","2008-09-16","2 hours or less / week"
67,"jazz","2008-09-16",""
64,"jazz","2008-09-16",""
6,"jazz","2008-09-15","2-7 hours / week"
19,"jazz","2008-09-15","2 hours or less / week"
30,"jazz","2008-09-15","2-7 hours / week"
71,"jazz","2008-09-15","2 hours or less / week"
1,"jazz","2008-09-15",""
46,"jazz","2008-09-15",""
35,"jazz","2008-09-15","2 hours or less / week"
32,"jazz","2008-09-15",""
53,"jazz","2008-09-15","2 hours or less / week"
83,"jazz","2008-09-15","2 hours or less / week"
14,"jazz","2008-09-15","2 hours or less / week"
25,"jazz","2008-09-15","2 hours or less / week"
61,"jazz","2008-09-15","2-7 hours / week"
33,"jazz","2008-09-15","2 hours or less / week"
60,"jazz","2008-09-15",""
48,"jazz","2008-09-15",""
41,"jazz","2008-09-15","2 hours or less / week"
38,"jazz","2008-09-15","2 hours or less / week"
28,"jazz","2008-09-15",""
26,"jazz","2008-09-15","2 hours or less / week"
10,"jazz","2008-09-15","2 hours or less / week"
22,"jazz","2008-09-15","2 hours or less / week"
65,"jazz","2008-09-15","2 hours or less / week"
18,"jazz","2008-09-15","2 hours or less / week"
54,"jazz","2008-09-15","2 hours or less / week"
2,"jazz","2008-09-15",""
56,"jazz","2008-09-15",""
5,"jazz","2008-09-15",""
20,"jazz","2008-09-15","2 hours or less / week"
57,"jazz","2008-09-15","2 hours or less / week"
58,"jazz","2008-09-15","2 hours or less / week"
62,"jazz","2008-09-15","2 hours or less / week"
31,"jazz","2008-09-15","2 hours or less / week"
4,"jazz","2008-09-15","2-7 hours / week"
68,"jazz","2008-09-15",""
42,"jazz","2008-09-15","2 hours or less / week"
24,"jazz","2008-09-15",""
45,"jazz","2008-09-15",""
70,"jazz","2008-09-15","2 hours or less / week"
82,"jazz","2008-09-15",""
23,"jazz","2008-09-15","2 hours or less / week"
8,"jazz","2008-09-15","2 hours or less / week"
84,"jazz","2008-09-15",""
43,"jazz","2008-09-15","2-7 hours / week"
34,"jazz","2008-09-15","2 hours or less / week"
13,"jazz","2008-09-15",""
49,"jazz","2008-09-15",""
16,"jazz","2008-09-15",""
73,"classical","2008-09-22",""
55,"classical","2008-09-19","2 hours or less / week"
36,"classical","2008-09-19",""
39,"classical","2008-09-18",""
37,"classical","2008-09-16","2 hours or less / week"
3,"classical","2008-09-16","2 hours or less / week"
72,"classical","2008-09-16","2 hours or less / week"
11,"classical","2008-09-16","2 hours or less / week"
63,"classical","2008-09-16","2-7 hours / week"
21,"classical","2008-09-16","2-7 hours / week"
59,"classical","2008-09-16","2 hours or less / week"
47,"classical","2008-09-16","2-7 hours / week"
51,"classical","2008-09-16",""
17,"classical","2008-09-16",""
52,"classical","2008-09-16","2-7 hours / week"
29,"classical","2008-09-16","2-7 hours / week"
40,"classical","2008-09-16","2 hours or less / week"
50,"classical","2008-09-16",""
9,"classical","2008-09-16","2 hours or less / week"
7,"classical","2008-09-16","2 hours or less / week"
69,"classical","2008-09-16",""
44,"classical","2008-09-16","2 hours or less / week"
27,"classical","2008-09-16","2 hours or less / week"
66,"classical","2008-09-16","2-7 hours / week"
67,"classical","2008-09-16",""
64,"classical","2008-09-16",""
6,"classical","2008-09-15","2-7 hours / week"
19,"classical","2008-09-15","more than 7 hrs / week"
30,"classical","2008-09-15","2 hours or less / week"
71,"classical","2008-09-15","2 hours or less / week"
1,"classical","2008-09-15","2-7 hours / week"
46,"classical","2008-09-15",""
