"user.A.id","user.B.id","genre","date"
47,18,"showtunes",2008-09-16
29,18,"showtunes",2008-09-16
67,18,"showtunes",2008-09-16
6,18,"showtunes",2008-09-15
19,18,"showtunes",2008-09-15
30,18,"showtunes",2008-09-15
46,18,"showtunes",2008-09-15
48,18,"showtunes",2008-09-15
38,18,"showtunes",2008-09-15
28,18,"showtunes",2008-09-15
22,18,"showtunes",2008-09-15
54,18,"showtunes",2008-09-15
23,18,"showtunes",2008-09-15
49,18,"showtunes",2008-09-15
38,18,"other",2008-09-15
56,31,"indie / alternative rock",2008-09-15
58,31,"indie / alternative rock",2008-09-15
4,31,"indie / alternative rock",2008-09-15
24,31,"indie / alternative rock",2008-09-15
27,31,"classic rock",2008-09-16
1,31,"classic rock",2008-09-15
58,31,"classic rock",2008-09-15
31,31,"classic rock",2008-09-15
4,31,"classic rock",2008-09-15
24,31,"classic rock",2008-09-15
24,31,"heavy metal / hardcore",2008-09-15
58,31,"pop / top 40",2008-09-15
21,31,"techno / lounge / electronic",2008-09-16
21,31,"classical",2008-09-16
31,31,"classical",2008-09-15
4,31,"classical",2008-09-15
63,31,"country / folk",2008-09-16
21,31,"country / folk",2008-09-16
27,31,"country / folk",2008-09-16
58,31,"country / folk",2008-09-15
31,31,"country / folk",2008-09-15
4,31,"country / folk",2008-09-15
24,31,"country / folk",2008-09-15
58,16,"indie / alternative rock",2008-09-15
24,16,"indie / alternative rock",2008-09-15
58,16,"classic rock",2008-09-15
11,16,"pop / top 40",2008-09-16
27,16,"pop / top 40",2008-09-16
58,16,"pop / top 40",2008-09-15
11,16,"jazz",2008-09-16
11,16,"classical",2008-09-16
63,16,"showtunes",2008-09-16
18,82,"indie / alternative rock",2008-09-15
49,82,"classic rock",2008-09-15
20,82,"techno / lounge / electronic",2008-09-15
20,82,"other",2008-09-15
27,63,"indie / alternative rock",2008-09-16
58,63,"indie / alternative rock",2008-09-15
21,63,"classic rock",2008-09-16
1,63,"classic rock",2008-09-15
83,63,"classic rock",2008-09-15
58,63,"classic rock",2008-09-15
55,63,"heavy metal / hardcore",2008-09-19
11,63,"heavy metal / hardcore",2008-09-16
63,63,"heavy metal / hardcore",2008-09-16
21,63,"heavy metal / hardcore",2008-09-16
27,63,"heavy metal / hardcore",2008-09-16
1,63,"heavy metal / hardcore",2008-09-15
83,63,"heavy metal / hardcore",2008-09-15
58,63,"heavy metal / hardcore",2008-09-15
31,63,"heavy metal / hardcore",2008-09-15
55,63,"pop / top 40",2008-09-19
58,63,"pop / top 40",2008-09-15
21,63,"techno / lounge / electronic",2008-09-16
55,63,"hip-hop / r&b",2008-09-19
11,63,"classical",2008-09-16
63,63,"classical",2008-09-16
21,63,"classical",2008-09-16
27,63,"classical",2008-09-16
1,63,"classical",2008-09-15
83,63,"classical",2008-09-15
61,63,"classical",2008-09-15
24,63,"classical",2008-09-15
55,63,"showtunes",2008-09-19
63,63,"showtunes",2008-09-16
21,63,"showtunes",2008-09-16
11,47,"indie / alternative rock",2008-09-16
47,47,"indie / alternative rock",2008-09-16
40,47,"indie / alternative rock",2008-09-16
30,47,"indie / alternative rock",2008-09-15
38,47,"indie / alternative rock",2008-09-15
28,47,"indie / alternative rock",2008-09-15
18,47,"indie / alternative rock",2008-09-15
20,47,"indie / alternative rock",2008-09-15
11,47,"classic rock",2008-09-16
63,47,"classic rock",2008-09-16
47,47,"classic rock",2008-09-16
30,47,"classic rock",2008-09-15
46,47,"classic rock",2008-09-15
22,47,"classic rock",2008-09-15
18,47,"classic rock",2008-09-15
2,47,"classic rock",2008-09-15
20,47,"classic rock",2008-09-15
42,47,"classic rock",2008-09-15
34,47,"classic rock",2008-09-15
47,47,"heavy metal / hardcore",2008-09-16
30,47,"heavy metal / hardcore",2008-09-15
19,47,"pop / top 40",2008-09-15
20,47,"techno / lounge / electronic",2008-09-15
2,47,"jazz",2008-09-15
63,47,"classical",2008-09-16
47,47,"classical",2008-09-16
28,47,"classical",2008-09-15
2,47,"classical",2008-09-15
23,47,"classical",2008-09-15
22,47,"other",2008-09-15
47,19,"showtunes",2008-09-16
29,19,"showtunes",2008-09-16
48,19,"showtunes",2008-09-15
28,19,"showtunes",2008-09-15
22,19,"showtunes",2008-09-15
18,19,"showtunes",2008-09-15
27,56,"indie / alternative rock",2008-09-16
28,56,"indie / alternative rock",2008-09-15
58,56,"indie / alternative rock",2008-09-15
24,56,"indie / alternative rock",2008-09-15
58,56,"classic rock",2008-09-15
20,56,"pop / top 40",2008-09-15
58,56,"pop / top 40",2008-09-15
58,56,"hip-hop / r&b",2008-09-15
20,56,"other",2008-09-15
22,39,"pop / top 40",2008-09-15
19,39,"showtunes",2008-09-15
22,39,"showtunes",2008-09-15
22,39,"other",2008-09-15
41,13,"jazz",2008-09-15
47,22,"pop / top 40",2008-09-16
19,22,"pop / top 40",2008-09-15
39,22,"showtunes",2008-09-18
47,22,"showtunes",2008-09-16
29,22,"showtunes",2008-09-16
40,22,"showtunes",2008-09-16
19,22,"showtunes",2008-09-15
48,22,"showtunes",2008-09-15
28,22,"showtunes",2008-09-15
18,22,"showtunes",2008-09-15
49,22,"showtunes",2008-09-15
47,22,"other",2008-09-16
6,29,"classic rock",2008-09-15
6,29,"techno / lounge / electronic",2008-09-15
46,29,"classical",2008-09-15
39,29,"showtunes",2008-09-18
47,29,"showtunes",2008-09-16
29,29,"showtunes",2008-09-16
40,29,"showtunes",2008-09-16
6,29,"showtunes",2008-09-15
46,29,"showtunes",2008-09-15
48,29,"showtunes",2008-09-15
28,29,"showtunes",2008-09-15
22,29,"showtunes",2008-09-15
54,29,"showtunes",2008-09-15
48,67,"indie / alternative rock",2008-09-15
58,67,"pop / top 40",2008-09-15
58,67,"hip-hop / r&b",2008-09-15
30,67,"classical",2008-09-15
29,67,"showtunes",2008-09-16
22,67,"showtunes",2008-09-15
63,58,"indie / alternative rock",2008-09-16
21,58,"indie / alternative rock",2008-09-16
27,58,"indie / alternative rock",2008-09-16
56,58,"indie / alternative rock",2008-09-15
58,58,"indie / alternative rock",2008-09-15
24,58,"indie / alternative rock",2008-09-15
11,58,"classic rock",2008-09-16
58,58,"classic rock",2008-09-15
11,58,"pop / top 40",2008-09-16
58,58,"pop / top 40",2008-09-15
24,58,"pop / top 40",2008-09-15
24,58,"hip-hop / r&b",2008-09-15
63,58,"classical",2008-09-16
21,58,"classical",2008-09-16
27,58,"classical",2008-09-16
58,58,"classical",2008-09-15
24,58,"classical",2008-09-15
27,58,"showtunes",2008-09-16
18,72,"indie / alternative rock",2008-09-15
6,72,"classic rock",2008-09-15
72,72,"pop / top 40",2008-09-16
6,72,"pop / top 40",2008-09-15
72,72,"techno / lounge / electronic",2008-09-16
72,72,"classical",2008-09-16
72,72,"showtunes",2008-09-16
47,72,"showtunes",2008-09-16
29,72,"showtunes",2008-09-16
40,72,"showtunes",2008-09-16
6,72,"showtunes",2008-09-15
19,72,"showtunes",2008-09-15
48,72,"showtunes",2008-09-15
38,72,"showtunes",2008-09-15
28,72,"showtunes",2008-09-15
22,72,"showtunes",2008-09-15
18,72,"showtunes",2008-09-15
23,72,"showtunes",2008-09-15
49,72,"showtunes",2008-09-15
72,72,"other",2008-09-16
28,72,"other",2008-09-15
11,33,"indie / alternative rock",2008-09-16
21,33,"indie / alternative rock",2008-09-16
56,33,"indie / alternative rock",2008-09-15
58,33,"indie / alternative rock",2008-09-15
11,33,"classic rock",2008-09-16
58,33,"classic rock",2008-09-15
24,33,"classic rock",2008-09-15
47,33,"heavy metal / hardcore",2008-09-16
11,33,"pop / top 40",2008-09-16
30,33,"pop / top 40",2008-09-15
58,33,"pop / top 40",2008-09-15
21,33,"techno / lounge / electronic",2008-09-16
24,33,"techno / lounge / electronic",2008-09-15
27,33,"showtunes",2008-09-16
30,33,"showtunes",2008-09-15
21,33,"other",2008-09-16
47,33,"other",2008-09-16
47,73,"heavy metal / hardcore",2008-09-16
2,73,"heavy metal / hardcore",2008-09-15
47,73,"techno / lounge / electronic",2008-09-16
2,73,"techno / lounge / electronic",2008-09-15
34,73,"other",2008-09-15
63,83,"indie / alternative rock",2008-09-16
83,83,"indie / alternative rock",2008-09-15
11,83,"classic rock",2008-09-16
63,83,"classic rock",2008-09-16
83,83,"classic rock",2008-09-15
83,83,"heavy metal / hardcore",2008-09-15
83,83,"pop / top 40",2008-09-15
83,83,"techno / lounge / electronic",2008-09-15
22,84,"jazz",2008-09-15
72,84,"classical",2008-09-16
19,84,"classical",2008-09-15
22,84,"classical",2008-09-15
65,84,"classical",2008-09-15
18,84,"classical",2008-09-15
19,84,"showtunes",2008-09-15
22,84,"showtunes",2008-09-15
6,49,"indie / alternative rock",2008-09-15
28,49,"indie / alternative rock",2008-09-15
22,49,"indie / alternative rock",2008-09-15
2,49,"heavy metal / hardcore",2008-09-15
20,49,"pop / top 40",2008-09-15
22,49,"techno / lounge / electronic",2008-09-15
2,49,"techno / lounge / electronic",2008-09-15
40,49,"other",2008-09-16
6,49,"other",2008-09-15
48,49,"other",2008-09-15
28,49,"other",2008-09-15
20,49,"other",2008-09-15
61,1,"indie / alternative rock",2008-09-15
61,1,"techno / lounge / electronic",2008-09-15
61,1,"other",2008-09-15
60,30,"indie / alternative rock",2008-09-15
20,30,"indie / alternative rock",2008-09-15
60,30,"pop / top 40",2008-09-15
20,30,"pop / top 40",2008-09-15
20,30,"jazz",2008-09-15
60,30,"showtunes",2008-09-15
22,30,"showtunes",2008-09-15
20,30,"showtunes",2008-09-15
6,30,"other",2008-09-15
63,11,"indie / alternative rock",2008-09-16
27,11,"indie / alternative rock",2008-09-16
28,11,"indie / alternative rock",2008-09-15
24,11,"indie / alternative rock",2008-09-15
63,11,"classic rock",2008-09-16
27,11,"classic rock",2008-09-16
24,11,"classic rock",2008-09-15
63,11,"pop / top 40",2008-09-16
63,11,"classical",2008-09-16
63,11,"country / folk",2008-09-16
27,11,"country / folk",2008-09-16
30,55,"indie / alternative rock",2008-09-15
28,55,"indie / alternative rock",2008-09-15
63,55,"classic rock",2008-09-16
38,55,"classic rock",2008-09-15
55,55,"heavy metal / hardcore",2008-09-19
47,55,"heavy metal / hardcore",2008-09-16
30,55,"heavy metal / hardcore",2008-09-15
38,55,"heavy metal / hardcore",2008-09-15
2,55,"heavy metal / hardcore",2008-09-15
55,55,"techno / lounge / electronic",2008-09-19
63,55,"techno / lounge / electronic",2008-09-16
47,55,"techno / lounge / electronic",2008-09-16
28,55,"techno / lounge / electronic",2008-09-15
2,55,"techno / lounge / electronic",2008-09-15
63,55,"showtunes",2008-09-16
28,55,"other",2008-09-15
4,7,"indie / alternative rock",2008-09-15
4,7,"classic rock",2008-09-15
21,7,"classical",2008-09-16
22,7,"showtunes",2008-09-15
47,26,"showtunes",2008-09-16
29,26,"showtunes",2008-09-16
65,26,"other",2008-09-15
35,28,"indie / alternative rock",2008-09-15
22,28,"indie / alternative rock",2008-09-15
28,28,"pop / top 40",2008-09-15
30,28,"techno / lounge / electronic",2008-09-15
28,28,"techno / lounge / electronic",2008-09-15
20,28,"techno / lounge / electronic",2008-09-15
22,28,"jazz",2008-09-15
20,28,"jazz",2008-09-15
11,28,"classical",2008-09-16
30,28,"classical",2008-09-15
22,28,"classical",2008-09-15
46,28,"other",2008-09-15
28,28,"other",2008-09-15
20,28,"other",2008-09-15
1,61,"hip-hop / r&b",2008-09-15
1,61,"jazz",2008-09-15
1,61,"classical",2008-09-15
37,37,"indie / alternative rock",2008-09-16
37,37,"heavy metal / hardcore",2008-09-16
37,37,"other",2008-09-16
58,24,"indie / alternative rock",2008-09-15
58,24,"pop / top 40",2008-09-15
47,48,"showtunes",2008-09-16
29,48,"showtunes",2008-09-16
22,48,"showtunes",2008-09-15
65,48,"showtunes",2008-09-15
49,48,"showtunes",2008-09-15
28,51,"indie / alternative rock",2008-09-15
38,51,"classic rock",2008-09-15
55,51,"heavy metal / hardcore",2008-09-19
47,51,"heavy metal / hardcore",2008-09-16
38,51,"heavy metal / hardcore",2008-09-15
2,51,"heavy metal / hardcore",2008-09-15
55,51,"techno / lounge / electronic",2008-09-19
47,51,"techno / lounge / electronic",2008-09-16
2,51,"techno / lounge / electronic",2008-09-15
28,51,"other",2008-09-15
50,50,"indie / alternative rock",2008-09-16
50,50,"classic rock",2008-09-16
78,68,"classic rock",2008-12-24
78,6,"classical",2008-12-24
77,71,"classical",2008-12-24
77,71,"other",2008-12-24
76,10,"techno / lounge / electronic",2008-12-24
77,18,"showtunes",2008-12-24
76,82,"other",2008-12-24
77,47,"indie / alternative rock",2008-12-24
77,47,"classic rock",2008-12-24
77,47,"heavy metal / hardcore",2008-12-24
77,47,"classical",2008-12-24
77,47,"other",2008-12-24
76,29,"other",2008-12-24
76,53,"classical",2008-12-24
76,28,"classical",2008-12-24
79,2,"heavy metal / hardcore",2009-03-15
80,38,"indie / alternative rock",2009-03-14
79,38,"showtunes",2009-03-15
80,62,"indie / alternative rock",2009-03-14
79,62,"classical",2009-03-15
79,62,"showtunes",2009-03-15
80,54,"indie / alternative rock",2009-03-14
79,68,"indie / alternative rock",2009-03-15
80,68,"indie / alternative rock",2009-03-14
79,68,"classic rock",2009-03-15
79,68,"classical",2009-03-15
79,45,"classical",2009-03-15
79,32,"indie / alternative rock",2009-03-15
79,32,"heavy metal / hardcore",2009-03-15
79,32,"other",2009-03-15
79,79,"indie / alternative rock",2009-03-15
79,79,"classic rock",2009-03-15
79,79,"heavy metal / hardcore",2009-03-15
79,79,"pop / top 40",2009-03-15
79,79,"techno / lounge / electronic",2009-03-15
79,79,"country / folk",2009-03-15
79,79,"showtunes",2009-03-15
79,79,"other",2009-03-15
80,80,"indie / alternative rock",2009-03-14
80,80,"classic rock",2009-03-14
80,80,"jazz",2009-03-14
80,80,"classical",2009-03-14
80,80,"showtunes",2009-03-14
80,36,"techno / lounge / electronic",2009-03-14
80,14,"classical",2009-03-14
80,44,"classic rock",2009-03-14
80,44,"jazz",2009-03-14
80,44,"showtunes",2009-03-14
80,23,"classical",2009-03-14
80,23,"showtunes",2009-03-14
79,6,"classic rock",2009-03-15
80,6,"classic rock",2009-03-14
80,46,"classic rock",2009-03-14
80,10,"classical",2009-03-14
80,18,"indie / alternative rock",2009-03-14
79,18,"showtunes",2009-03-15
80,63,"classical",2009-03-14
79,47,"indie / alternative rock",2009-03-15
80,47,"indie / alternative rock",2009-03-14
80,47,"classic rock",2009-03-14
80,47,"classical",2009-03-14
80,33,"indie / alternative rock",2009-03-14
80,84,"classical",2009-03-14
80,30,"jazz",2009-03-14
79,55,"heavy metal / hardcore",2009-03-15
79,2,"indie / alternative rock",2009-05-22
28,2,"indie / alternative rock",2009-05-21
76,2,"indie / alternative rock",2009-05-20
79,2,"classic rock",2009-05-22
76,2,"classic rock",2009-05-20
79,2,"heavy metal / hardcore",2009-05-22
2,2,"heavy metal / hardcore",2009-05-20
59,2,"heavy metal / hardcore",2009-05-20
79,2,"techno / lounge / electronic",2009-05-22
76,2,"other",2009-05-20
80,38,"indie / alternative rock",2009-05-20
79,38,"hip-hop / r&b",2009-05-22
79,38,"showtunes",2009-05-22
79,38,"other",2009-05-22
40,40,"indie / alternative rock",2009-05-21
6,40,"classic rock",2009-05-30
40,40,"classic rock",2009-05-21
72,40,"pop / top 40",2009-05-21
40,40,"pop / top 40",2009-05-21
40,40,"techno / lounge / electronic",2009-05-21
68,40,"techno / lounge / electronic",2009-05-20
40,40,"hip-hop / r&b",2009-05-21
29,40,"showtunes",2009-05-27
72,40,"showtunes",2009-05-21
6,40,"other",2009-05-30
72,40,"other",2009-05-21
76,43,"indie / alternative rock",2009-05-20
76,43,"classic rock",2009-05-20
76,43,"jazz",2009-05-20
76,43,"other",2009-05-20
2,52,"classic rock",2009-05-20
8,52,"classic rock",2009-05-20
21,52,"classic rock",2009-05-20
52,52,"heavy metal / hardcore",2009-05-28
27,52,"heavy metal / hardcore",2009-05-21
70,52,"heavy metal / hardcore",2009-05-20
21,52,"heavy metal / hardcore",2009-05-20
70,52,"classical",2009-05-20
8,52,"classical",2009-05-20
24,52,"classical",2009-05-20
59,52,"other",2009-05-20
40,62,"indie / alternative rock",2009-05-21
2,62,"indie / alternative rock",2009-05-20
8,62,"indie / alternative rock",2009-05-20
80,62,"indie / alternative rock",2009-05-20
43,62,"classic rock",2009-05-29
15,62,"techno / lounge / electronic",2009-05-20
2,62,"techno / lounge / electronic",2009-05-20
15,62,"jazz",2009-05-20
80,62,"jazz",2009-05-20
43,62,"classical",2009-05-29
40,62,"classical",2009-05-21
69,62,"classical",2009-05-20
70,62,"classical",2009-05-20
15,62,"classical",2009-05-20
23,62,"classical",2009-05-20
80,62,"classical",2009-05-20
68,62,"classical",2009-05-20
43,62,"country / folk",2009-05-29
15,62,"showtunes",2009-05-20
8,62,"showtunes",2009-05-20
15,62,"other",2009-05-20
6,75,"other",2009-05-30
40,75,"other",2009-05-21
59,5,"hip-hop / r&b",2009-05-20
42,5,"hip-hop / r&b",2009-05-20
42,5,"jazz",2009-05-20
35,5,"classical",2009-05-20
59,5,"classical",2009-05-20
42,5,"classical",2009-05-20
20,5,"classical",2009-05-20
35,17,"indie / alternative rock",2009-05-20
35,17,"pop / top 40",2009-05-20
