"user_id","time_stamp","duration","dest_user_id_if_known","dest_phone_hash"
19,2008-10-17 15:03:43,268,,"2939471263"
19,2008-10-17 00:33:16,520,,"2939471263"
19,2008-10-17 00:21:19,15,,"2959085295"
19,2008-10-17 23:43:06,0,,"1853094371"
19,2008-10-17 20:45:54,442,,"2939471263"
19,2008-10-20 23:06:28,42,,"193432260"
19,2008-10-20 22:04:24,0,,"1853094371"
19,2008-10-18 21:06:38,1357,,"1853094371"
19,2008-10-18 21:04:44,92,,"193432260"
19,2008-10-22 15:34:39,272,,"1853094371"
19,2008-10-21 22:30:01,9,,"193432260"
19,2008-10-21 22:25:10,235,,"1989103241"
19,2008-10-21 21:12:41,0,,"1853094371"
19,2008-10-21 18:02:54,110,,"2939471263"
19,2008-10-23 01:45:02,36,,"193432260"
19,2008-10-23 01:44:00,43,,"193432260"
19,2008-10-23 01:23:56,1168,,"2939471263"
19,2008-10-23 01:23:17,17,,"2939471263"
19,2008-10-22 21:02:15,731,,"658281742"
19,2008-10-23 02:11:44,0,,"2959085295"
19,2008-10-23 22:41:13,0,,"2572569819"
19,2008-10-24 01:23:24,36,,"193432260"
19,2008-10-25 00:02:26,247,,"3115366360"
19,2008-10-24 23:59:22,95,,"193432260"
19,2008-10-24 21:48:16,0,,"3115546050"
19,2008-10-24 01:25:38,71,,"3115546050"
19,2008-10-25 23:08:15,0,,"1853094371"
19,2008-10-25 23:07:58,0,,"1853094371"
19,2008-10-25 23:06:03,121,,"2939471263"
19,2008-10-25 22:06:23,81,,"2032126828"
19,2008-10-25 22:02:28,158,,"193432260"
19,2008-10-25 19:32:54,0,,"2032126828"
19,2008-10-25 15:35:41,0,,"1853094371"
19,2008-10-26 01:50:56,0,,"2032126828"
19,2008-10-26 00:05:48,0,,"1989291805"
19,2008-10-25 23:46:06,0,,"3867137337"
19,2008-10-25 23:27:11,45,,"1989291805"
19,2008-10-25 23:15:47,151,,"3014642266"
19,2008-10-25 23:08:46,0,,"3014642266"
19,2008-10-25 23:08:32,406,,"1853094371"
19,2008-10-26 22:23:02,17,,"193432260"
19,2008-10-26 21:04:34,0,,"1853094371"
19,2008-10-27 20:16:10,0,,"1853094371"
19,2008-10-27 19:25:08,22,,"1473893544"
19,2008-10-27 19:25:02,0,,"1473893544"
19,2008-10-27 19:20:16,50,,"1473893544"
19,2008-10-27 19:19:27,32,,"193432260"
19,2008-10-27 19:18:33,2,,"193432260"
19,2008-10-27 19:17:18,55,,"1853094371"
19,2008-10-26 23:06:20,0,,"2572569819"
19,2008-10-26 22:23:30,113,,"193432260"
19,2008-10-28 16:48:16,248,,"3801285855"
19,2008-10-27 23:11:50,56,,"932453050"
19,2008-10-27 23:09:05,85,,"3377141011"
19,2008-10-27 23:07:55,25,,"1853094371"
19,2008-10-27 23:02:09,321,,"1853094371"
19,2008-10-27 22:32:14,1052,,"3215898331"
19,2008-10-27 22:16:04,0,,"932453050"
19,2008-10-27 22:00:42,0,,"3215898331"
19,2008-10-29 17:56:05,170,,"3801392318"
19,2008-10-29 01:25:52,399,,"2939471263"
19,2008-10-29 01:19:53,36,,"2939471263"
19,2008-10-28 23:47:31,36,,"2939471263"
19,2008-10-28 23:29:04,199,,"3115366360"
19,2008-10-28 20:39:02,55,,"3801392318"
19,2008-10-28 20:23:36,108,,"3115366360"
19,2008-10-28 17:30:00,60,,"2656662906"
19,2008-10-29 21:53:36,35,,"2572569819"
19,2008-10-29 21:52:13,54,,"193432260"
19,2008-10-29 23:59:45,38,,"193432260"
19,2008-10-29 23:46:41,737,,"2572569819"
19,2008-10-29 23:42:16,0,,"2572569819"
19,2008-10-30 23:09:34,367,,"1853094371"
19,2008-10-30 22:20:25,0,,"1853094371"
19,2008-10-30 20:44:53,35,,"1989103241"
19,2008-10-30 20:35:06,28,,"1853094371"
19,2008-10-30 20:34:02,36,,"2939471263"
19,2008-10-31 18:34:02,0,,"1853094371"
19,2008-10-31 22:23:44,94,,"193432260"
19,2008-10-31 22:23:03,34,,"193432260"
19,2008-11-02 20:44:44,0,,"2032126828"
19,2008-11-02 20:29:58,0,,"2032126828"
19,2008-11-01 22:49:11,37,,"193432260"
19,2008-11-01 22:41:50,427,,"1853094371"
19,2008-11-01 21:14:57,0,,"1853094371"
19,2008-11-01 03:26:08,0,,"2032126828"
19,2008-11-01 02:28:10,267,,"2939471263"
19,2008-11-03 17:57:33,35,"18","3620995333"
19,2008-11-03 03:03:48,0,"18","3620995333"
19,2008-11-02 21:56:51,1289,,"2939471263"
19,2008-11-02 21:49:40,355,,"3115366360"
19,2008-11-03 21:36:38,0,,"1853094371"
19,2008-11-04 05:04:21,124,,"1853094371"
19,2008-11-04 02:46:34,0,,"3115546050"
19,2008-11-04 02:34:58,0,,"2572569819"
19,2008-11-04 00:58:16,33,,"3222856710"
19,2008-11-04 00:56:34,39,,"3222856710"
19,2008-11-03 21:55:59,71,,"193432260"
19,2008-11-04 22:57:47,295,,"3115546050"
19,2008-11-04 22:55:37,0,,"3115546050"
19,2008-11-04 22:54:10,36,,"3115546050"
19,2008-11-04 22:52:49,59,,"193432260"
19,2008-11-04 19:47:49,2031,,"2939471263"
19,2008-11-04 19:19:24,265,,"2939471263"
19,2008-11-05 01:13:28,398,,"1989291805"
19,2008-11-06 08:30:57,40,,"3869975868"
19,2008-11-06 03:15:19,1202,,"935041835"
19,2008-11-06 12:17:52,0,,"754241996"
19,2008-11-06 22:26:28,248,,"3867137337"
19,2008-11-06 18:59:57,0,,"3867137337"
19,2008-11-06 18:00:37,43,,"3115546050"
19,2008-11-06 17:29:01,121,,"3115546050"
19,2008-11-06 17:28:03,0,,"3115546050"
19,2008-11-07 20:53:56,378,,"2939471263"
19,2008-11-07 02:56:38,0,,"2939471263"
19,2008-11-07 01:34:16,550,,"2939471263"
19,2008-11-07 01:13:28,39,"65","1569256956"
19,2008-11-07 00:55:02,0,,"2572569819"
19,2008-11-08 04:53:59,7,,"4131782371"
19,2008-11-07 23:41:08,0,,"2572569819"
19,2008-11-07 23:37:18,0,,"2572569819"
19,2008-11-08 23:38:22,33,,"3014642266"
19,2008-11-08 23:36:29,37,,"4019904494"
19,2008-11-08 23:35:12,40,"18","3620995333"
19,2008-11-08 23:33:45,38,,"2656662906"
19,2008-11-08 20:56:42,27,,"3363660891"
19,2008-11-08 20:37:24,50,,"3363660891"
19,2008-11-08 20:14:23,44,,"3363660891"
19,2008-11-09 01:55:30,194,,"1853094371"
19,2008-11-09 01:50:13,27,,"2979068412"
19,2008-11-09 00:40:05,66,,"2979068412"
19,2008-11-09 00:39:08,35,,"2979068412"
19,2008-11-09 00:33:15,64,"44","2314686049"
19,2008-11-09 00:27:49,113,,"2979068412"
19,2008-11-09 00:10:33,171,,"3014642266"
19,2008-11-09 00:09:32,0,,"3014642266"
19,2008-11-09 18:41:13,160,,"1853094371"
19,2008-11-09 18:40:26,33,,"2939471263"
19,2008-11-09 07:10:24,21,,"1473893544"
19,2008-11-09 22:43:35,441,,"2939430710"
19,2008-11-09 22:18:27,77,,"193432260"
19,2008-11-09 22:04:13,826,,"2572569819"
19,2008-11-10 08:21:17,15,,"2939471263"
19,2008-11-10 08:18:59,6,,"2939471263"
19,2008-11-10 08:14:31,234,,"3801285855"
19,2008-11-10 18:56:49,79,,"3357438791"
19,2008-11-11 23:46:42,84,,"413880990"
19,2008-11-11 23:46:06,5,,"413880990"
19,2008-11-11 23:45:39,16,,"413880990"
19,2008-11-11 23:45:02,0,,"413880990"
19,2008-11-13 20:03:36,234,,"2572569819"
19,2008-11-13 02:32:07,550,,"2572569819"
19,2008-11-12 23:28:28,2025,,"934914399"
19,2008-11-12 23:27:48,8,,"1989103241"
19,2008-11-12 21:02:58,80,,"2939471263"
19,2008-11-12 00:11:17,82,,"3115546050"
19,2008-11-15 00:35:59,21,,"2656662906"
19,2008-11-15 00:29:31,0,,"2656662906"
19,2008-11-14 23:33:07,0,,"784288257"
19,2008-11-14 20:09:01,90,"22","3839293194"
19,2008-11-15 04:09:37,68,,"193432260"
19,2008-11-18 16:09:22,23,,"3801290212"
19,2008-11-18 02:54:38,392,,"2939471263"
19,2008-11-17 22:35:35,0,,"1853094371"
19,2008-11-17 21:15:22,0,,"4019904494"
19,2008-11-17 20:24:13,0,,"1853094371"
19,2008-11-18 22:12:50,222,,"2928168734"
19,2008-11-18 21:48:33,397,,"2165031196"
19,2008-11-18 21:44:13,216,,"2165031196"
19,2008-11-18 21:39:12,269,,"2550159679"
19,2008-11-18 19:36:08,0,,"1853094371"
19,2008-11-18 19:12:11,212,,"2939471263"
19,2008-11-18 19:11:38,16,,"2939471263"
19,2008-11-20 02:13:07,33,,"1989291805"
19,2008-11-20 02:12:06,0,,"1989291805"
19,2008-11-20 00:50:24,49,,"1989291805"
19,2008-11-19 23:17:44,55,,"2939471263"
19,2008-11-19 23:14:56,152,,"2939471263"
19,2008-11-18 23:56:43,198,,"2572569819"
19,2008-11-18 23:17:19,231,,"413845122"
19,2008-11-20 20:58:17,44,,"193432260"
19,2008-11-20 03:46:14,0,,"1989291805"
19,2008-11-20 02:41:07,64,,"2939471263"
19,2008-11-20 02:35:13,56,,"3801290212"
19,2008-11-20 02:29:20,0,,"63987584"
19,2008-11-20 02:13:56,180,,"193432260"
19,2008-11-21 20:02:46,83,,"1853094371"
19,2008-11-21 19:07:51,0,,"1853094371"
19,2008-11-21 22:27:13,0,,"1853094371"
19,2008-11-21 21:49:27,121,,"193432260"
19,2008-11-21 21:48:41,41,,"1106060120"
19,2008-11-21 21:03:58,0,,"1106060120"
19,2008-11-21 20:22:16,133,,"1106029630"
19,2008-11-21 23:25:53,19,,"1853094371"
19,2008-11-21 23:23:08,16,,"3267214073"
19,2008-11-21 23:22:13,38,,"1106060120"
19,2008-11-21 23:19:53,69,,"1853094371"
19,2008-11-21 23:17:04,0,,"1853094371"
19,2008-11-21 23:14:35,0,,"1853094371"
19,2008-11-21 23:10:04,0,,"1853094371"
19,2008-11-21 23:08:27,0,,"1853094371"
19,2008-11-21 22:58:11,99,,"1853094371"
19,2008-11-22 04:26:27,122,,"193432260"
19,2008-11-22 01:43:10,0,,"2979068412"
19,2008-11-22 13:34:38,0,,"3014642266"
19,2008-11-22 13:33:34,90,,"935041835"
19,2008-11-22 12:57:09,41,,"935041835"
19,2008-11-22 12:39:46,115,,"935041835"
19,2008-11-22 12:35:11,70,,"1853094371"
19,2008-11-22 12:31:00,0,,"1853094371"
19,2008-11-22 12:29:44,0,,"1853094371"
19,2008-11-22 12:27:53,53,,"1853094371"
19,2008-11-22 12:26:30,48,,"1853094371"
19,2008-11-22 12:25:26,31,,"935041835"
19,2008-11-22 18:02:50,26,,"935041835"
19,2008-11-22 17:57:39,0,,"935041835"
19,2008-11-22 17:56:17,0,,"935041835"
19,2008-11-22 18:28:36,42,"29","341257886"
19,2008-11-22 18:10:37,3,,"935041835"
19,2008-11-22 19:02:38,71,,"2979068412"
19,2008-11-23 03:05:20,35,,"935041835"
19,2008-11-23 03:04:39,0,,"935041835"
19,2008-11-22 23:13:19,116,,"935041835"
19,2008-11-22 23:07:10,44,,"935041835"
19,2008-11-22 23:03:14,0,,"935041835"
19,2008-11-23 13:27:56,312,,"1853094371"
19,2008-11-23 13:17:59,36,,"193432260"
19,2008-11-23 12:41:10,0,,"1853094371"
19,2008-11-23 17:59:55,41,,"935041835"
19,2008-11-23 14:09:24,55,,"1106029630"
19,2008-11-23 14:08:01,42,,"3267214073"
19,2008-11-24 00:25:14,0,,"935041835"
19,2008-11-24 00:24:51,51,,"195699994"
19,2008-11-24 00:23:23,68,,"935041835"
19,2008-11-24 00:22:09,49,,"935041835"
19,2008-11-24 00:21:25,0,,"935041835"
19,2008-11-24 00:19:06,38,,"935041835"
19,2008-11-24 00:17:39,0,,"935041835"
19,2008-11-24 00:17:25,3,,"195699994"
19,2008-11-24 00:14:55,0,,"935041835"
19,2008-11-24 00:11:26,0,,"935041835"
19,2008-11-24 00:08:41,0,,"935041835"
19,2008-11-24 00:06:39,0,,"935041835"
19,2008-11-24 00:01:52,0,,"935041835"
19,2008-11-24 00:32:16,98,,"195699994"
19,2008-11-24 00:25:50,162,,"935041835"
19,2008-11-24 18:46:21,94,,"2939471263"
19,2008-11-24 09:37:48,34,,"935041835"
19,2008-11-24 05:50:49,76,,"193432260"
19,2008-11-24 04:32:12,0,,"2594397470"
19,2008-11-24 04:31:11,0,,"2594397470"
19,2008-11-26 00:44:00,0,,"1989103241"
19,2008-11-25 16:10:31,92,,"1853094371"
19,2008-11-25 01:16:29,348,,"2572569819"
19,2008-11-25 00:02:38,0,,"2572569819"
19,2008-11-26 21:05:40,98,,"193432260"
19,2008-11-26 21:01:33,232,,"1989291805"
19,2008-11-26 16:11:25,0,,"1989291805"
19,2008-11-26 14:43:46,0,,"1853094371"
19,2008-11-27 00:59:54,84,,"1853094371"
19,2008-11-28 02:52:24,19,,"934914399"
19,2008-11-28 02:51:25,46,,"934914399"
19,2008-11-27 23:42:15,392,,"3938362328"
19,2008-11-27 23:41:44,0,,"3938362328"
19,2008-11-28 23:02:54,129,,"934914399"
19,2008-11-28 22:59:45,0,,"934914399"
19,2008-11-28 22:55:44,70,,"934914399"
19,2008-11-29 20:03:56,78,,"934914399"
19,2008-11-29 20:02:46,0,,"934914399"
19,2008-11-29 06:46:11,15,,"1989291805"
19,2008-11-29 05:48:14,237,,"3381743431"
19,2008-11-29 05:08:19,67,,"1989291805"
19,2008-11-30 00:04:49,41,,"193432260"
19,2008-11-30 02:36:47,54,,"1989291805"
19,2008-11-30 02:36:04,0,,"1989291805"
19,2008-11-30 02:34:48,0,,"1989291805"
19,2008-11-30 01:53:21,96,,"1853094371"
19,2008-11-30 20:22:40,106,,"193432260"
19,2008-12-01 01:21:42,87,,"2939471263"
19,2008-12-01 17:50:54,78,,"1853094371"
19,2008-12-01 17:04:54,23,,"1812988971"
19,2008-12-02 02:52:38,31,,"3938362328"
19,2008-12-02 02:37:41,35,,"3222856710"
19,2008-12-02 02:12:57,158,,"2572569819"
19,2008-12-02 00:23:28,71,,"1473893544"
19,2008-12-03 14:25:21,0,,"1853094371"
19,2008-12-02 17:54:24,31,,"3938362328"
19,2008-12-02 17:06:19,57,,"3938362328"
19,2008-12-03 14:39:56,0,,"1853094371"
19,2008-12-03 23:28:04,0,,"4019904494"
19,2008-12-03 20:53:05,352,,"2939471263"
19,2008-12-03 15:06:06,164,,"1853094371"
19,2008-12-04 16:48:46,75,,"3938362328"
19,2008-12-04 16:48:27,3,,"3938362328"
19,2008-12-04 16:47:46,0,,"3938362328"
19,2008-12-04 16:47:04,18,,"3938362328"
19,2008-12-05 17:43:10,0,,"1989291805"
19,2008-12-05 15:51:08,0,,"1853094371"
19,2008-12-04 17:29:58,40,,"3938362328"
19,2008-12-04 17:19:46,45,,"3938362328"
19,2008-12-06 01:47:15,373,,"1989103241"
19,2008-12-05 23:47:56,0,,"2572569819"
19,2008-12-05 22:31:40,0,,"3014642266"
19,2008-12-05 20:47:39,0,,"1989103241"
19,2008-12-05 20:32:19,125,,"1853094371"
19,2008-12-05 18:50:03,0,,"1853094371"
19,2008-12-05 18:40:27,342,,"1989291805"
19,2008-12-05 18:38:24,83,,"2939471263"
19,2008-12-05 18:01:24,164,,"193432260"
19,2008-12-06 22:08:07,0,,"3298644284"
19,2008-12-06 22:01:43,0,,"2572569819"
19,2008-12-06 18:32:03,0,,"1853094371"
19,2008-12-07 18:51:36,0,,"2032126828"
19,2008-12-07 02:52:19,35,,"2656662906"
19,2008-12-09 21:40:39,31,,"1853094371"
19,2008-12-09 21:39:14,39,,"2939471263"
19,2008-12-09 20:29:30,206,,"193432260"
19,2008-12-08 22:20:16,1,,"2939471263"
19,2008-12-08 22:20:05,217,,"2939471263"
19,2008-12-08 22:19:52,6,,"2939471263"
19,2008-12-09 23:23:59,179,,"4019904494"
19,2008-12-09 22:40:48,941,,"2572569819"
19,2008-12-10 00:52:01,16,,"4019904494"
19,2008-12-10 00:32:07,36,,"4019904494"
19,2008-12-10 00:30:47,70,,"4019904494"
19,2008-12-10 00:29:52,38,,"4019904494"
19,2008-12-10 00:23:55,120,,"1853094371"
19,2008-12-10 00:15:46,159,,"4019904494"
19,2008-12-13 00:13:45,279,,"1989103241"
19,2008-12-13 00:10:06,209,,"1853094371"
19,2008-12-13 00:09:16,36,,"2939471263"
19,2008-12-11 01:40:07,214,,"2032126828"
19,2008-12-11 01:03:07,68,,"3014642266"
19,2008-12-10 23:46:15,0,,"2032126828"
19,2008-12-10 23:24:09,0,,"3014642266"
19,2008-12-13 01:50:30,0,,"3014642266"
19,2008-12-13 04:00:48,71,,"2032126828"
19,2008-12-14 03:29:10,0,,"1989103241"
19,2008-12-13 23:34:48,34,,"1989103241"
19,2008-12-13 18:52:01,94,,"193432260"
19,2008-12-13 18:02:52,35,,"1853094371"
19,2008-12-13 17:36:21,48,,"1853094371"
19,2008-12-13 17:33:11,0,,"1853094371"
19,2008-12-19 04:46:11,0,"22","3839293194"
19,2008-12-19 04:39:34,0,"22","3839293194"
19,2008-12-18 03:02:27,0,,"2032126828"
19,2008-12-18 00:12:13,0,,"2594397470"
19,2008-12-16 22:18:39,59,,"1853094371"
19,2008-12-16 21:32:50,352,,"1853094371"
19,2008-12-16 21:32:03,37,,"1989103241"
19,2008-12-15 02:58:30,0,,"2032126828"
19,2008-12-15 02:47:40,0,,"2032126828"
19,2008-12-21 15:51:40,219,,"2939471263"
19,2008-12-21 15:48:54,0,,"2939471263"
19,2008-12-20 02:01:55,250,,"3014642266"
19,2008-12-20 01:59:49,0,,"377370120"
19,2008-12-20 01:48:33,706,,"3014642266"
19,2008-12-20 01:41:50,42,,"3014642266"
19,2008-12-20 01:38:58,140,,"2244539231"
19,2008-12-19 22:30:03,0,,"3014642266"
19,2008-12-19 16:11:46,83,,"193432260"
19,2008-12-21 21:13:47,68,,"2244498805"
19,2008-12-21 20:18:39,271,,"1853094371"
19,2008-12-21 20:18:03,29,,"4220469164"
19,2008-12-21 20:15:29,5,,"4220469164"
19,2008-12-21 20:15:04,14,,"4220469164"
19,2008-12-21 20:08:03,143,,"1853094371"
19,2008-12-21 19:27:37,894,,"3537249633"
19,2008-12-21 19:26:02,14,,"3763178327"
19,2008-12-21 19:24:30,12,,"3765442388"
19,2008-12-21 19:15:09,138,,"1853094371"
19,2008-12-21 19:05:54,80,,"1853094371"
19,2008-12-21 19:04:54,34,,"2939471263"
19,2008-12-21 22:27:09,132,,"2656662906"
19,2008-12-21 22:24:59,85,,"1853094371"
19,2008-12-21 22:16:14,65,,"1853094371"
19,2008-12-21 22:13:58,126,,"4019904494"
19,2008-12-21 22:13:39,6,,"4019904494"
19,2008-12-21 22:04:51,62,,"1853094371"
19,2008-12-21 21:54:03,47,,"4019904494"
19,2008-12-21 21:38:29,814,,"3537249633"
19,2008-12-21 21:37:46,13,,"4220469164"
19,2008-12-21 21:37:26,6,,"3763178327"
19,2008-12-21 23:45:19,91,,"193432260"
19,2008-12-21 22:50:13,49,,"1853094371"
19,2008-12-22 04:36:59,0,,"1853094371"
19,2008-12-22 04:35:58,0,,"1989291805"
19,2008-12-22 04:16:47,110,,"1989291805"
19,2008-12-22 04:15:49,0,,"1989291805"
19,2008-12-22 03:58:43,69,,"1989291805"
19,2008-12-22 03:54:03,95,,"1989291805"
19,2008-12-22 03:49:31,42,,"193432260"
19,2008-12-22 03:48:16,0,,"1989291805"
19,2008-12-23 23:19:52,79,,"93615174"
19,2008-12-23 22:40:55,64,,"193432260"
19,2008-12-22 21:04:17,1046,,"3765442388"
19,2008-12-29 03:30:59,490,,"3420959743"
19,2008-12-29 03:28:43,119,,"3420959743"
19,2008-12-29 03:27:16,81,,"3420959743"
19,2008-12-29 14:36:48,48,,"1853094371"
19,2008-12-31 05:15:35,0,,"4019904494"
19,2008-12-31 00:32:57,0,,"2572569819"
19,2008-12-30 19:59:30,0,,"1853094371"
19,2009-01-02 19:28:33,21,,"1989291805"
19,2009-01-02 19:27:37,0,,"1853094371"
19,2009-01-02 00:37:31,0,,"934914399"
19,2009-01-01 21:38:11,0,,"934914399"
19,2009-01-01 01:30:22,0,,"2572569819"
19,2008-12-31 20:11:20,0,,"934914399"
19,2009-01-06 04:16:09,54,,"2032126828"
19,2009-01-06 00:27:19,716,,"2572569819"
19,2009-01-06 00:19:45,91,,"4019904494"
19,2009-01-05 20:57:46,170,,"3014642266"
19,2009-01-05 19:45:59,161,,"1853094371"
19,2009-01-05 19:45:04,0,,"1853094371"
19,2009-01-05 17:26:50,29,,"2032126828"
19,2009-01-05 17:20:55,141,,"193432260"
19,2009-01-08 05:26:16,82,,"2032126828"
19,2009-01-08 05:25:36,0,,"2032126828"
19,2009-01-07 15:22:36,0,,"1853094371"
19,2009-01-06 22:26:43,48,,"193432260"
19,2009-01-06 21:23:06,127,,"1989291805"
19,2009-01-06 19:39:35,27,,"1853094371"
19,2009-01-08 17:32:04,180,,"3801285855"
19,2009-01-09 01:02:31,29,"22","3839293194"
19,2009-01-08 22:59:18,112,,"3014642266"
19,2009-01-08 22:39:23,188,,"1989103241"
19,2009-01-08 22:22:06,0,,"1989103241"
19,2009-01-08 22:10:31,166,,"2939471263"
19,2009-01-08 22:09:36,37,,"1989103241"
19,2009-01-09 01:04:36,87,"22","3839293194"
19,2009-01-10 03:46:29,999,,"1853094371"
19,2009-01-10 02:27:11,0,,"1853094371"
19,2009-01-09 16:42:29,132,,"1853094371"
19,2009-01-12 00:14:18,0,,"1853094371"
19,2009-01-10 23:43:27,157,,"3801290212"
19,2009-01-10 22:29:15,0,,"2032126828"
19,2009-01-10 20:01:19,84,,"1989103241"
19,2009-01-10 20:00:51,12,,"1989103241"
19,2009-01-10 19:45:05,23,,"3014642266"
19,2009-01-10 19:14:53,93,,"3014642266"
19,2009-01-10 19:13:32,61,,"3014642266"
19,2009-01-10 18:26:22,62,,"3014642266"
19,2009-01-10 18:09:09,158,,"3014642266"
19,2009-01-10 17:58:53,328,,"3014642266"
19,2009-01-10 17:26:23,32,,"3014642266"
19,2009-01-13 01:14:13,0,,"1989103241"
19,2009-01-12 22:00:51,0,,"1853094371"
19,2009-01-14 00:52:02,0,,"1853094371"
19,2009-01-14 23:13:13,0,,"1989291805"
19,2009-01-14 22:54:25,759,,"934846643"
19,2009-01-14 22:54:14,0,,"934846643"
19,2009-01-14 22:53:42,33,,"1989103241"
19,2009-01-14 22:50:06,199,,"193432260"
19,2009-01-15 20:08:35,217,,"1853094371"
19,2009-01-15 20:04:59,92,,"5547398"
19,2009-01-15 19:38:27,13,,"1605155265"
19,2009-01-14 23:08:29,1381,,"1989291805"
19,2009-01-17 18:47:24,34,"15","1169558929"
19,2009-01-17 18:45:38,90,"15","1169558929"
19,2009-01-17 18:22:39,0,,"1853094371"
19,2009-01-17 11:49:00,0,,"4053723049"
19,2009-01-17 11:47:59,0,,"4053723049"
19,2009-01-17 11:47:30,61,,"4053723049"
19,2009-01-17 00:09:17,15,"26","2705867375"
19,2009-01-15 20:18:11,56,,"5547398"
19,2009-01-19 21:35:18,84,,"5547398"
19,2009-01-19 21:21:50,0,,"5547398"
19,2009-01-19 20:58:01,67,,"193432260"
19,2009-01-19 20:55:51,117,,"5547398"
19,2009-01-18 20:15:54,112,,"1787423692"
19,2009-01-18 17:41:47,0,"65","1569256956"
19,2009-01-18 17:03:28,0,,"4112435477"
19,2009-01-17 18:57:25,42,,"193432260"
19,2009-01-17 18:56:53,23,,"1853094371"
19,2009-01-17 18:56:45,0,,"1549020640"
19,2009-01-17 18:51:05,30,,"1549020640"
19,2009-01-19 21:42:42,19,,"5547398"
19,2009-01-20 09:01:38,69,,"193432260"
19,2009-01-20 08:21:13,48,,"193432260"
19,2009-01-20 03:08:37,152,,"1989103241"
19,2009-01-20 03:07:53,0,,"1989103241"
19,2009-01-20 00:19:55,0,,"1853094371"
19,2009-01-22 02:39:13,0,,"2572569819"
19,2009-01-22 00:58:06,0,,"3801290212"
